"","V1","V2"
"1238","monument",0.833
"1239","sufficient",0.833
"1240","authenticate",0.833
"1241","salute",0.833
"1242","learning",0.833
"1243","gentile",0.833
"1244","enliven",0.833
"1245","intelligence",0.833
"1246","freelance",0.833
"1247","acceptance",0.833
"1248","charm",0.833
"1249","praisejesus",0.833
"1250","developing",0.833
"1251","smoothness",0.833
"1252","momma",0.833
"1253","altogether",0.833
"1254","knowing",0.833
"1255","clothes",0.833
"1256","undefeated",0.833
"1257","accompany",0.833
"1258","floral",0.833
"1259","music",0.833
"1260","valor",0.833
"1261","nimble",0.833
"1262","companionship",0.833
"1263","learn",0.833
"1264","finalist",0.833
"1265","extreme surprise",0.833
"1266","sea",0.833
"1267","plentiful",0.833
"1268","supremely",0.833
"1269","flora",0.833
"1270","indulge",0.833
"1271","camaraderie",0.833
"1272","nutritious",0.833
"1273","capability",0.833
"1274","sports",0.833
"1275","strawberry",0.833
"1276","exemplary",0.833
"1277","faith",0.833
"1278","faithfulness",0.833
"1279","leader",0.833
"1280","royalty",0.832
"1281","symbiotic",0.832
"1282","conservation",0.832
"1283","athletics",0.831
"1284","outlook",0.83
"1285","tradition",0.83
"1286","promote",0.83
"1287","stately",0.83
"1288","ascend",0.83
"1289","goal",0.83
"1290","attainment",0.83
"1291","courage",0.83
"1292","forte",0.829
"1293","martini",0.828
"1294","take",0.828
"1295","sharing",0.827
"1296","fashion",0.827
"1297","some surprise",0.827
"1298","rejoice",0.827
"1299","especial",0.827
"1300","astonishingly",0.827
"1301","experience",0.827
"1302","development",0.827
"1303","animate",0.827
"1304","youthful",0.827
"1305","educator",0.827
"1306","maturity",0.827
"1307","savor",0.827
"1308","heart",0.827
"1309","mildness",0.827
"1310","plenty",0.827
"1311","grandfather",0.827
"1312","clean",0.827
"1313","dawn",0.827
"1314","impressionable",0.827
"1315","vitamin",0.827
"1316","fresco",0.827
"1317","revels",0.827
"1318","gleaming",0.827
"1319","guitarist",0.827
"1320","goodvibes",0.827
"1321","heiress",0.827
"1322","important",0.827
"1323","sympathy",0.827
"1324","hobby",0.827
"1325","significant",0.827
"1326","amazedness",0.827
"1327","primrose",0.827
"1328","jewel",0.827
"1329","poet",0.827
"1330","ascending",0.826
"1331","extreme trust",0.826
"1332","enlightening",0.825
"1333","fortunes",0.824
"1334","ocean",0.823
"1335","skiing",0.823
"1336","glamour",0.823
"1337","willpower",0.823
"1338","complimentary",0.823
"1339","freeman",0.823
"1340","unique",0.823
"1341","advised",0.823
"1342","cushy",0.823
"1343","reproduce",0.823
"1344","fortitude",0.823
"1345","curable",0.823
"1346","maestro",0.823
"1347","legitimacy",0.823
"1348","clapping",0.823
"1349","landscaping",0.823
"1350","protect",0.823
"1351","jovial",0.823
"1352","distinguished",0.823
"1353","palatable",0.823
"1354","leading",0.823
"1355","purify",0.823
"1356","craftsmanship",0.823
"1357","cleanly",0.823
"1358","discovery",0.823
"1359","revival",0.823
"1360","greatday",0.823
"1361","artistry",0.823
"1362","encouraging",0.823
"1363","purity",0.823
"1364","consist",0.823
"1365","smooth",0.823
"1366","coffee",0.823
"1367","hearted",0.823
"1368","dinner",0.823
"1369","communicate",0.823
"1370","decent",0.823
"1371","juicy",0.823
"1372","fine",0.823
"1373","mankind",0.823
"1374","fulfilling",0.823
"1375","headway",0.823
"1376","stupendous",0.823
"1377","brother",0.823
"1378","creamy",0.823
"1379","fondle",0.823
"1380","film",0.823
"1381","easygoing",0.823
"1382","dedicate",0.823
"1383","carat",0.823
"1384","cordial",0.823
"1385","posh",0.823
"1386","violin",0.823
"1387","aroma",0.823
"1388","frosting",0.823
"1389","sunrise",0.823
"1390","firmness",0.823
"1391","propriety",0.823
"1392","succulent",0.823
"1393","excite",0.823
"1394","tourism",0.823
"1395","granddaughter",0.823
"1396","maximize",0.823
"1397","gentleman",0.823
"1398","majesty",0.823
"1399","cookies",0.823
"1400","completed",0.823
"1401","completeness",0.823
"1402","counsellor",0.823
"1403","lifelong",0.823
"1404","ticklish",0.823
"1405","promise",0.823
"1406","civilization",0.823
"1407","goodmood",0.823
"1408","cosmopolitan",0.823
"1409","bridal",0.823
"1410","righteous",0.823
"1411","yacht",0.823
"1412","visionary",0.823
"1413","irresistible",0.823
"1414","thankgod",0.823
"1415","galore",0.823
"1416","animated",0.823
"1417","efficacious",0.823
"1418","jewelry",0.823
"1419","godbless",0.823
"1420","styling",0.823
"1421","keen",0.823
"1422","interact",0.822
"1423","composer",0.822
"1424","postcard",0.822
"1425","teaching",0.822
"1426","smoothly",0.821
"1427","dine",0.821
"1428","invigorate",0.821
"1429","glorification",0.821
"1430","compliment",0.82
"1431","significance",0.82
"1432","yeahhh",0.82
"1433","totally",0.82
"1434","dreamer",0.82
"1435","restoring",0.82
"1436","beneficial",0.82
"1437","volunteers",0.82
"1438","sustenance",0.82
"1439","congenial",0.82
"1440","hiking",0.82
"1441","architecture",0.82
"1442","acknowledgement",0.819
"1443","sparkle",0.819
"1444","corona",0.818
"1445","milk",0.817
"1446","spontaneity",0.817
"1447","accommodation",0.817
"1448","celestial",0.817
"1449","soothe",0.817
"1450","aurora",0.817
"1451","collectively",0.817
"1452","impress",0.816
"1453","idealist",0.816
"1454","manners",0.816
"1455","macaroni",0.816
"1456","organized",0.816
"1457","voyage",0.816
"1458","educated",0.816
"1459","connected",0.816
"1460","cleanliness",0.816
"1461","fortress",0.816
"1462","perfumed",0.816
"1463","handshake",0.816
"1464","enchantment",0.816
"1465","gig",0.816
"1466","musician",0.816
"1467","householder",0.816
"1468","responsive",0.816
"1469","providing",0.816
"1470","eminence",0.816
"1471","park",0.816
"1472","achieve",0.816
"1473","plaudit",0.816
"1474","helpful",0.816
"1475","lifetime",0.816
"1476","collaborate",0.816
"1477","possibility",0.816
"1478","alive",0.816
"1479","plucky",0.816
"1480","devotee",0.816
"1481","cooperative",0.816
"1482","kitten",0.816
"1483","spectacles",0.816
"1484","bloom",0.816
"1485","beginning",0.816
"1486","onelove",0.816
"1487","historic",0.816
"1488","personable",0.816
"1489","bliss",0.816
"1490","renovation",0.816
"1491","precisely",0.816
"1492","compatibility",0.816
"1493","sleepover",0.815
"1494","adult",0.815
"1495","t-shirt",0.815
"1496","cheering",0.815
"1497","taught",0.814
"1498","basketball",0.814
"1499","caption",0.814
"1500","outdoor",0.814
"1501","desiring",0.814
"1502","glitter",0.814
"1503","relieve",0.813
"1504","visual",0.813
"1505","aspire",0.812
"1506","philanthropic",0.812
"1507","fair",0.812
"1508","toddler",0.812
"1509","prodigy",0.812
"1510","myfavorite",0.812
"1511","meditate",0.812
"1512","delicacy",0.812
"1513","pacify",0.812
"1514","associate",0.812
"1515","christmaseve",0.812
"1516","favor",0.812
"1517","amuse",0.812
"1518","choreography",0.812
"1519","earnestness",0.812
"1520","immortal",0.812
"1521","supreme",0.812
"1522","informative",0.812
"1523","petting",0.812
"1524","savory",0.812
"1525","father",0.812
"1526","pal",0.812
"1527","gastronomy",0.812
"1528","attentive",0.812
"1529","stability",0.812
"1530","holy",0.812
"1531","pony",0.812
"1532","slender",0.812
"1533","saint",0.812
"1534","dreamt",0.812
"1535","parent",0.812
"1536","ornate",0.812
"1537","incentive",0.812
"1538","sundown",0.812
"1539","womanhood",0.812
"1540","seasoned",0.812
"1541","commemorate",0.812
"1542","nutritional",0.812
"1543","art",0.812
"1544","sheen",0.812
"1545","rely",0.812
"1546","idealistic",0.812
"1547","treasury",0.812
"1548","parenting",0.812
"1549","comedian",0.812
"1550","facilitate",0.812
"1551","abundance",0.812
"1552","lavender",0.812
"1553","young",0.812
"1554","summer",0.812
"1555","fascinated",0.812
"1556","laughs",0.812
"1557","worthy",0.812
"1558","spectacle",0.812
"1559","play",0.812
"1560","stalwart",0.812
"1561","remembrance",0.812
"1562","essential",0.812
"1563","apprenticeship",0.812
"1564","recommend",0.812
"1565","adventures",0.812
"1566","heartland",0.812
"1567","constitute",0.812
"1568","attendance",0.812
"1569","feed",0.812
"1570","usable",0.812
"1571","motivate",0.812
"1572","confirmation",0.812
"1573","water",0.812
"1574","supple",0.812
"1575","result",0.812
"1576","acceptable",0.812
"1577","elevate",0.812
"1578","lifeisgood",0.812
"1579","pure",0.811
"1580","apple",0.811
"1581","support",0.811
"1582","rejoicing",0.811
"1583","superhuman",0.81
"1584","increase",0.81
"1585","poem",0.81
"1586","gymnastic",0.81
"1587","punctuality",0.81
"1588","cake",0.81
"1589","organization",0.81
"1590","fearless",0.81
"1591","petal",0.81
"1592","reformation",0.809
"1593","thankyoulord",0.809
"1594","bridegroom",0.809
"1595","rejuvenated",0.809
"1596","hamburger",0.809
"1597","dude",0.809
"1598","jaunt",0.808
"1599","mambo",0.808
"1600","exceptional",0.806
"1601","grad",0.806
"1602","rosary",0.806
"1603","diversity",0.806
"1604","appetizing",0.806
"1605","potential",0.806
"1606","billionaire",0.806
"1607","pianist",0.806
"1608","rescue",0.806
"1609","superpower",0.806
"1610","impressed",0.806
"1611","comply",0.806
"1612","social",0.806
"1613","grandpa",0.806
"1614","pink",0.806
"1615","debut",0.806
"1616","attain",0.806
"1617","usefulness",0.806
"1618","boldness",0.806
"1619","bestfeeling",0.806
"1620","smoothie",0.806
"1621","freshen",0.806
"1622","balanced",0.806
"1623","contribute",0.806
"1624","reign",0.806
"1625","writer",0.806
"1626","today",0.806
"1627","leisurely",0.806
"1628","intimately",0.806
"1629","heavens",0.806
"1630","starlet",0.806
"1631","couple",0.806
"1632","preferable",0.806
"1633","ride",0.806
"1634","feeling",0.806
"1635","vineyard",0.806
"1636","commercial",0.806
"1637","colored",0.806
"1638","logical",0.805
"1639","normalcy",0.805
"1640","allure",0.804
"1641","violinist",0.804
"1642","lasting",0.804
"1643","excitable",0.803
"1644","sex",0.803
"1645","cater",0.802
"1646","conveniences",0.802
"1647","artistic",0.802
"1648","magnificence",0.802
"1649","neatly",0.802
"1650","serene",0.802
"1651","book",0.802
"1652","hurrah",0.802
"1653","big",0.802
"1654","flower",0.802
"1655","invitation",0.802
"1656","cheeseburger",0.802
"1657","skier",0.802
"1658","feel",0.802
"1659","persevere",0.802
"1660","artist",0.802
"1661","feminine",0.802
"1662","rollercoaster",0.802
"1663","computer",0.802
"1664","stargazing",0.802
"1665","victor",0.802
"1666","raspberries",0.802
"1667","efficiency",0.802
"1668","organize",0.802
"1669","eyeful",0.802
"1670","righteousness",0.802
"1671","perfecto",0.802
"1672","picturesque",0.802
"1673","deserve",0.802
"1674","sync",0.802
"1675","admissibility",0.802
"1676","empathize",0.802
"1677","shrine",0.802
"1678","devotion",0.802
"1679","nightclub",0.802
"1680","risotto",0.802
"1681","pacified",0.802
"1682","enhance",0.802
"1683","singer",0.802
"1684","glossy",0.802
"1685","newstart",0.802
"1686","cultural",0.802
"1687","teahouse",0.802
"1688","great grandmother",0.802
"1689","reborn",0.802
"1690","silky",0.802
"1691","bakery",0.802
"1692","ideal",0.802
"1693","poetical",0.802
"1694","welfare",0.802
"1695","golden",0.802
"1696","universal",0.802
"1697","democratic",0.802
"1698","creditable",0.802
"1699","heath",0.802
"1700","devote",0.802
"1701","composure",0.802
"1702","existing",0.802
"1703","efficacy",0.802
"1704","strengthen",0.802
"1705","taste",0.802
"1706","newbeginnings",0.802
"1707","strength",0.802
"1708","admission",0.802
"1709","decorum",0.802
"1710","brunette",0.802
"1711","skillful",0.802
"1712","infant",0.802
"1713","nintendo",0.802
"1714","deserving",0.802
"1715","coral",0.802
"1716","pancake",0.802
"1717","obediently",0.802
"1718","multiplied",0.802
"1719","macarena",0.802
"1720","confirm",0.802
"1721","innocence",0.802
"1722","imagination",0.802
"1723","espouse",0.802
"1724","daybreak",0.802
"1725","multiply",0.802
"1726","mum",0.802
"1727","clarification",0.802
"1728","regard",0.802
"1729","ballerina",0.802
"1730","steakhouse",0.802
"1731","superior",0.801
"1732","reproduction",0.8
"1733","jesus",0.8
"1734","international",0.8
"1735","affinity",0.8
"1736","dressy",0.8
"1737","agile",0.8
"1738","humane",0.8
"1739","space",0.8
"1740","avail",0.8
"1741","obedient",0.8
"1742","purpose",0.8
"1743","dealer",0.799
"1744","prevailing",0.798
"1745","asset",0.797
"1746","agreed",0.797
"1747","clothe",0.797
"1748","correctness",0.796
"1749","aid",0.796
"1750","admirer",0.796
"1751","evolutionary",0.796
"1752","comprehensive",0.796
"1753","sympathetic",0.796
"1754","finding",0.796
"1755","smooch",0.796
"1756","heirs",0.796
"1757","attract",0.796
"1758","established",0.796
"1759","royal",0.796
"1760","honorarium",0.796
"1761","stellar",0.796
"1762","universality",0.796
"1763","seashore",0.796
"1764","accessible",0.796
"1765","medallist",0.796
"1766","undertake",0.796
"1767","communicable",0.796
"1768","bigday",0.796
"1769","ecstasy",0.796
"1770","oasis",0.796
"1771","abiding",0.796
"1772","pepperoni",0.796
"1773","clarity",0.796
"1774","opportune",0.796
"1775","proper",0.796
"1776","quotation",0.796
"1777","grandma",0.796
"1778","ease",0.796
"1779","dinnertime",0.796
"1780","gratis",0.796
"1781","acknowledgment",0.796
"1782","artists",0.796
"1783","homesweethome",0.796
"1784","availability",0.796
"1785","youngster",0.796
"1786","stars",0.796
"1787","pioneer",0.796
"1788","amazed",0.796
"1789","granny",0.796
"1790","design",0.796
"1791","closeness",0.796
"1792","estimable",0.796
"1793","transformation",0.796
"1794","lovesick",0.796
"1795","birthing",0.796
"1796","lullaby",0.796
"1797","representing",0.796
"1798","milkshake",0.796
"1799","grandchildren",0.796
"1800","summerhouse",0.796
"1801","radiance",0.796
"1802","luminescent",0.796
"1803","freebie",0.796
"1804","countrymusic",0.795
"1805","daddy",0.795
"1806","giving",0.795
"1807","sneaker",0.794
"1808","supremacy",0.794
"1809","fondling",0.794
"1810","veritable",0.794
"1811","bro",0.794
"1812","brainstorm",0.794
"1813","investor",0.794
"1814","lightness",0.794
"1815","cranberry",0.793
"1816","experiences",0.793
"1817","direct",0.793
"1818","coronation",0.792
"1819","faultless",0.792
"1820","procreation",0.792
"1821","sanctified",0.792
"1822","son",0.792
"1823","approbation",0.792
"1824","momentous",0.792
"1825","management",0.792
"1826","legitimate",0.792
"1827","suitable",0.792
"1828","legacy",0.792
"1829","preference",0.792
"1830","astronaut",0.792
"1831","conciliation",0.792
"1832","spotless",0.792
"1833","quiet",0.792
"1834","flirt",0.792
"1835","rested",0.792
"1836","pamper",0.792
"1837","blossom",0.792
"1838","equity",0.792
"1839","sum",0.792
"1840","sophistication",0.792
"1841","prowess",0.792
"1842","expertise",0.792
"1843","painting",0.792
"1844","barbecue",0.792
"1845","remuneration",0.792
"1846","memory",0.792
"1847","suppertime",0.792
"1848","proactive",0.792
"1849","deluxe",0.792
"1850","donation",0.792
"1851","lavish",0.792
"1852","exhilaration",0.792
"1853","upward",0.792
"1854","livelife",0.792
"1855","grandmother",0.792
"1856","cinematographer",0.792
"1857","notably",0.792
"1858","slightly positive",0.792
"1859","ingredient",0.792
"1860","mastermind",0.792
"1861","civilized",0.792
"1862","wine",0.792
"1863","presentation",0.792
"1864","movie",0.792
"1865","solidarity",0.792
"1866","museum",0.792
"1867","smirk",0.792
"1868","ally",0.792
"1869","parade",0.792
"1870","stimulate",0.792
"1871","expand",0.792
"1872","exclusive",0.792
"1873","tomorrow",0.792
"1874","designing",0.792
"1875","energize",0.792
"1876","cookie",0.792
"1877","cappuccino",0.792
"1878","season",0.792
"1879","flowery",0.792
"1880","excitation",0.792
"1881","humanrights",0.792
"1882","hostess",0.792
"1883","ballad",0.792
"1884","elated",0.792
"1885","promising",0.791
"1886","arousal",0.791
"1887","hospitable",0.791
"1888","fairly",0.79
"1889","solution",0.79
"1890","expression",0.79
"1891","valuables",0.79
"1892","soar",0.79
"1893","worldwide",0.79
"1894","suite",0.79
"1895","candlelight",0.789
"1896","sideways",0.788
"1897","qualifying",0.788
"1898","accompanying",0.787
"1899","roomful",0.786
"1900","constancy",0.786
"1901","peaceofmind",0.786
"1902","dynamical",0.786
"1903","ethic",0.786
"1904","safeguard",0.786
"1905","acknowledge",0.786
"1906","turquoise",0.786
"1907","benevolence",0.786
"1908","consistent",0.786
"1909","think",0.786
"1910","upgrade",0.786
"1911","stroller",0.786
"1912","color",0.786
"1913","certificate",0.786
"1914","premium",0.786
"1915","humanitarian",0.786
"1916","great anticipation",0.786
"1917","willingness",0.786
"1918","improvement",0.786
"1919","goldfish",0.786
"1920","firstborn",0.786
"1921","partnership",0.786
"1922","commendable",0.786
"1923","allsmiles",0.786
"1924","reality",0.786
"1925","goody",0.786
